,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result
399,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
400,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
401,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
402,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
403,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
404,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
405,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
406,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
407,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
408,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
409,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
410,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
411,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
412,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
413,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
414,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
415,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
416,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
417,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
418,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
419,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
420,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
421,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
422,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
423,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
424,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
425,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
426,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
427,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
428,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
429,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
430,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
431,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
432,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
433,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
434,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
435,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
436,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
437,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
438,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
439,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
440,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
441,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
442,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
443,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
444,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
445,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
446,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
447,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
448,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
449,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
450,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
451,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
452,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
453,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
454,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
455,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
456,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
457,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
458,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
459,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
460,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
461,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
462,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
463,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
464,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
465,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
466,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
467,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
468,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
469,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
470,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
471,F3896671,16/01/2024 23:41:00,WATERVIEW AUCKLAND,01:15:49,"Avondale, Grey Lynn, Auckland City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZ)"
472,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
473,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
474,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
475,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
476,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
477,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
478,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
479,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
480,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
481,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
482,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
483,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
484,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
485,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
486,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
487,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
488,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
489,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
490,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
491,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
492,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
493,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
494,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
495,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
496,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
497,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
498,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
499,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
500,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
501,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
502,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
503,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
504,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
505,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
506,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
507,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
508,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
509,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
510,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
511,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
512,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
513,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
514,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
515,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
516,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
517,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
518,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
519,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
520,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
521,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
522,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
523,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
524,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
525,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
526,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
527,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
528,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
529,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
530,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
531,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
532,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
533,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
534,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
535,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
536,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
537,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
538,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
539,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
540,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
541,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
542,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
543,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
544,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
545,F3896049,15/01/2024 23:49:52,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT2)"
